linear_x, angular_z, timestamp
0.0, 0.0, 1681921390.563819941
-20.0, 0.0, 1681921391.463085527
0.0, 0.0, 1681921391.801149954
20.0, 0.0, 1681921392.564736317
0.0, 0.0, 1681921392.827263748
-20.0, 0.0, 1681921528.397536857
0.0, 0.0, 1681921528.610634189
-20.0, 0.0, 1681921528.944464399
0.0, 0.0, 1681921529.140544305
-20.0, 0.0, 1681921529.505946123
0.0, 0.0, 1681921529.685521095
-20.0, 0.0, 1681921530.453006346
0.0, 0.0, 1681921530.668382117
-20.0, 0.0, 1681921530.883150932
0.0, 0.0, 1681921531.186385815
20.0, 0.0, 1681921532.16074552
20.0, 0.0, 1681921532.526104823
20.0, 0.0, 1681921532.572545532
20.0, 0.0, 1681921532.641707581
20.0, 0.0, 1681921532.814604478
20.0, 0.0, 1681921532.963721685
20.0, 0.0, 1681921533.208719531
0.0, 0.0, 1681921533.333804462
-20.0, 0.0, 1681921533.596492342
0.0, 0.0, 1681921533.960905166
0.0, 20.0, 1681921534.92637716
0.0, 0.0, 1681921534.347714167
0.0, 20.0, 1681921534.532602823
0.0, 0.0, 1681921534.828490003
20.0, 0.0, 1681921535.55606375
20.0, 0.0, 1681921535.567868892
20.0, 0.0, 1681921535.604001146
20.0, 0.0, 1681921535.639032420
20.0, 0.0, 1681921535.784427736
20.0, 0.0, 1681921535.895670699
0.0, 0.0, 1681921536.76199926
-20.0, 0.0, 1681921536.178327177
0.0, 0.0, 1681921536.366388110
0.0, 20.0, 1681921536.588467225
0.0, 20.0, 1681921537.80305282
0.0, 20.0, 1681921537.291341136
0.0, 20.0, 1681921537.438857220
0.0, 20.0, 1681921537.556152763
0.0, 20.0, 1681921537.700800406
0.0, 20.0, 1681921537.933245209
0.0, 20.0, 1681921538.46100564
0.0, 20.0, 1681921538.215298194
0.0, 20.0, 1681921538.343845242
0.0, 0.0, 1681921538.449912245
0.0, 20.0, 1681921538.563738751
0.0, -20.0, 1681921538.589011992
0.0, 0.0, 1681921538.929799804
0.0, 0.0, 1681921538.955719235
-20.0, 0.0, 1681921539.161260362
0.0, 0.0, 1681921539.250090475
0.0, 20.0, 1681921539.361036540
0.0, 20.0, 1681921539.591761476
0.0, 20.0, 1681921539.769002888
0.0, 20.0, 1681921539.815701244
0.0, 20.0, 1681921540.97643847
0.0, 20.0, 1681921540.312320184
0.0, 20.0, 1681921540.422725549
0.0, 20.0, 1681921540.699890020
0.0, 20.0, 1681921540.795095093
0.0, 20.0, 1681921540.880846853
0.0, 0.0, 1681921541.86623705
0.0, 20.0, 1681921541.254186074
0.0, 20.0, 1681921541.508495104
0.0, 0.0, 1681921541.639061906
20.0, 0.0, 1681921541.851633054
20.0, 0.0, 1681921541.976377515
20.0, 0.0, 1681921542.109603899
20.0, 0.0, 1681921542.324675705
20.0, 0.0, 1681921542.537188972
20.0, 0.0, 1681921542.675259782
0.0, 0.0, 1681921542.793800688
-20.0, 0.0, 1681921543.424476148
-20.0, 0.0, 1681921543.905170978
-20.0, 0.0, 1681921543.984152618
-20.0, 0.0, 1681921544.26039314
-20.0, 0.0, 1681921544.183361410
-20.0, 0.0, 1681921544.359929682
-20.0, 0.0, 1681921544.486877690
-20.0, 0.0, 1681921544.620039498
-20.0, 0.0, 1681921544.749922299
-20.0, 0.0, 1681921544.915993754
-20.0, 0.0, 1681921544.946388133
-20.0, 0.0, 1681921545.66199567
-20.0, 0.0, 1681921545.240300121
-20.0, 0.0, 1681921545.386656862
-20.0, 0.0, 1681921545.544416083
0.0, 0.0, 1681921545.690920831
0.0, -20.0, 1681921549.555105115
0.0, 0.0, 1681921550.5273098
0.0, 20.0, 1681921550.207860161
0.0, 0.0, 1681921550.543053677
-20.0, 0.0, 1681921550.804853685
0.0, 0.0, 1681921551.364963275
0.0, -20.0, 1681921551.386060430
0.0, -20.0, 1681921551.717108460
0.0, -20.0, 1681921551.869802419
0.0, -20.0, 1681921552.27076481
0.0, -20.0, 1681921552.47156065
0.0, -20.0, 1681921552.161547585
0.0, -20.0, 1681921552.448416009
0.0, -20.0, 1681921552.557000260
0.0, -20.0, 1681921552.802980755
0.0, -20.0, 1681921552.897390326
0.0, -20.0, 1681921553.89994928
0.0, -20.0, 1681921553.278860915
0.0, 0.0, 1681921553.312053165
-20.0, 0.0, 1681921553.433191748
-20.0, 0.0, 1681921553.599126675
-20.0, 0.0, 1681921553.619602560
-20.0, 0.0, 1681921553.710205705
-20.0, 0.0, 1681921553.743252534
-20.0, 0.0, 1681921553.889893305
0.0, -20.0, 1681921554.88490624
0.0, -20.0, 1681921554.244326986
0.0, -20.0, 1681921554.392095562
0.0, -20.0, 1681921554.623446782
0.0, -20.0, 1681921554.860484972
0.0, -20.0, 1681921554.889073365
0.0, -20.0, 1681921554.988978608
0.0, -20.0, 1681921555.22073072
0.0, -20.0, 1681921555.58106669
0.0, -20.0, 1681921555.201182672
0.0, -20.0, 1681921555.407365614
0.0, -20.0, 1681921555.459000181
0.0, -20.0, 1681921555.598060946
0.0, -20.0, 1681921555.889587910
0.0, -20.0, 1681921555.978413429
0.0, -20.0, 1681921556.8179382
0.0, -20.0, 1681921556.47293736
0.0, -20.0, 1681921556.185766306
0.0, -20.0, 1681921556.295160322
0.0, -20.0, 1681921556.421628545
0.0, -20.0, 1681921556.464242252
0.0, -20.0, 1681921556.503568497
0.0, -20.0, 1681921556.521627589
0.0, 0.0, 1681921556.648044686
20.0, 0.0, 1681921556.736631699
0.0, 0.0, 1681921556.934857934
-20.0, 0.0, 1681921558.160611556
0.0, 0.0, 1681921558.735716275
-20.0, 0.0, 1681921559.883571563
-20.0, 0.0, 1681921560.422918119
-20.0, 0.0, 1681921560.436914600
-20.0, 0.0, 1681921560.584959467
-20.0, 0.0, 1681921560.694724229
-20.0, 0.0, 1681921560.794846186
0.0, 0.0, 1681921560.899182699
20.0, 0.0, 1681921561.717867405
20.0, 0.0, 1681921562.240081290
20.0, 0.0, 1681921562.474323923
20.0, 0.0, 1681921562.488284090
20.0, 0.0, 1681921562.596492336
0.0, 0.0, 1681921562.724985112
-20.0, 0.0, 1681921571.683557094
0.0, 0.0, 1681921572.172585179
-20.0, 0.0, 1681921572.957816565
0.0, 0.0, 1681921573.243821288
-20.0, 0.0, 1681921573.608566093
-20.0, 0.0, 1681921574.204144709
-20.0, 0.0, 1681921574.429466150
-20.0, 0.0, 1681921574.656724579
-20.0, 0.0, 1681921574.814044719
-20.0, 0.0, 1681921574.938083668
-20.0, 0.0, 1681921575.101520275
-20.0, 0.0, 1681921575.219678455
-20.0, 0.0, 1681921575.292368021
0.0, 0.0, 1681921575.457345482
0.0, -20.0, 1681921575.557192303
0.0, 0.0, 1681921575.730988614
20.0, 0.0, 1681921575.911023538
0.0, 0.0, 1681921576.300861940
